Species,hong_kong,london,ilorin,singapore,new_york_city,porto,barcelona,kyiv,doha,seoul,zurich,lisbon,stockholm,denver,berlin,offa,santiago,naples,paris,sacramento,hamilton,marseille,sofia,vienna,sendai,brisbane,kuala_lumpur,hanoi,auckland,minneapolis,baltimore
Paracoccus sanguinis,0.18251533742331288,0.007125890736342043,0.08717948717948718,0.022222222222222223,0.006756756756756757,0.009009009009009009,,0.05405405405405406,0.045454545454545456,,0.019230769230769232,,,0.02702702702702703,0.027777777777777776,,,,,,,,,,,,0.21428571428571427,0.14285714285714285,,,
Mesorhizobium sp. NIBRBAC000500504,0.14570552147239263,,,0.18333333333333332,0.02027027027027027,,,0.0945945945945946,,,0.057692307692307696,,0.023255813953488372,,,,,,,,,,,,,0.6428571428571429,,,,0.38461538461538464,0.08333333333333333
Gordonia bronchialis,0.13496932515337423,0.014251781472684086,,0.011111111111111112,0.02702702702702703,,,,,,,,,,,,,,,,,,,,,,,,,,
Dermacoccus nishinomiyaensis,0.1334355828220859,0.1021377672209026,,0.016666666666666666,0.12162162162162163,0.009009009009009009,,0.06756756756756757,,,0.038461538461538464,0.0784313725490196,,,,,0.058823529411764705,,,,,,0.375,,0.21428571428571427,,0.14285714285714285,,,,0.08333333333333333
Kocuria palustris,0.1196319018404908,0.25653206650831356,0.26153846153846155,0.12777777777777777,0.05405405405405406,0.02702702702702703,,0.13513513513513514,0.18181818181818182,0.016666666666666666,0.057692307692307696,,,0.05405405405405406,0.027777777777777776,,,0.25,0.3125,,,0.0625,0.25,,0.14285714285714285,,0.6428571428571429,0.6428571428571429,,,
Geodermatophilus obscurus,0.10429447852760736,0.026128266033254157,0.03076923076923077,0.15555555555555556,,0.018018018018018018,,0.24324324324324326,0.45454545454545453,0.016666666666666666,0.19230769230769232,,,0.05405405405405406,,,,,,0.5,,,,,,,0.2857142857142857,,,,
Corynebacterium segmentosum,0.10276073619631902,0.014251781472684086,0.020512820512820513,0.044444444444444446,0.10135135135135136,0.0990990990990991,,0.02702702702702703,,,0.019230769230769232,,,,0.027777777777777776,,,,,,,,,0.06666666666666667,0.07142857142857142,,,0.14285714285714285,,0.07692307692307693,
Deinococcus sp. NW-56,0.09969325153374232,0.0023752969121140144,0.046153846153846156,0.08333333333333333,0.006756756756756757,,0.010416666666666666,0.02702702702702703,,,0.019230769230769232,,,,,,,0.0625,,,,,,,,,,0.5,,,
Gordonia terrae,0.09815950920245399,,0.02564102564102564,0.005555555555555556,,,,,0.030303030303030304,,,,,,,,,,,,,,,,,,,,,,
Gordonia sp. JH63,0.08742331288343558,,0.005128205128205128,0.005555555555555556,,,,,0.030303030303030304,,,,,,,,,,,,,,,,,,,,,,
Dietzia sp. oral taxon 368,0.07975460122699386,0.035629453681710214,,0.005555555555555556,0.006756756756756757,,,0.013513513513513514,0.015151515151515152,,,,,0.02702702702702703,,,,,,,,,,,,,,,,,
Modestobacter marinus,0.0736196319018405,0.16864608076009502,0.020512820512820513,0.08888888888888889,0.16891891891891891,0.05405405405405406,,0.06756756756756757,0.045454545454545456,0.05,0.4423076923076923,,,0.05405405405405406,0.027777777777777776,,,0.1875,0.3125,1.0,,0.1875,,0.13333333333333333,0.07142857142857142,0.07142857142857142,,0.14285714285714285,,0.23076923076923078,
Blastococcus saxobsidens,0.0736196319018405,0.0498812351543943,0.020512820512820513,0.05555555555555555,0.006756756756756757,0.018018018018018018,,0.05405405405405406,0.13636363636363635,0.05,0.21153846153846154,,,,,,,0.0625,,0.4375,,,,,,,,,,0.15384615384615385,
Luteimonas sp. YGD11-2,0.06901840490797546,,,,0.006756756756756757,,,,,,,,,,,,,,,,,,,,,,,,,,
Methylobacterium mesophilicum,0.06595092024539877,0.004750593824228029,0.010256410256410256,0.12222222222222222,0.013513513513513514,0.02702702702702703,,0.12162162162162163,,0.03333333333333333,0.09615384615384616,,,,,,,,,,,,,,,0.14285714285714285,,0.14285714285714285,,0.07692307692307693,
Chryseobacterium taklimakanense,0.06441717791411043,,0.010256410256410256,,,,,,,,,0.0392156862745098,,,,,,,,,,,,,,,,,,,
Kytococcus sedentarius,0.06441717791411043,0.009501187648456057,0.015384615384615385,0.03333333333333333,,,,,0.030303030303030304,0.016666666666666666,,,,,,,,0.0625,,,,,,,,,0.07142857142857142,0.07142857142857142,,,
Kocuria indica,0.06134969325153374,0.0688836104513064,0.010256410256410256,0.027777777777777776,0.006756756756756757,,,,0.045454545454545456,,,,,,,,,,,,,,,,,,,0.07142857142857142,,,
Chroococcidiopsis thermalis,0.06134969325153374,,,0.1388888888888889,,,,0.05405405405405406,,,0.019230769230769232,,,,,,,,,,,,,,,,,0.07142857142857142,,,
Xanthomonas campestris,0.05828220858895705,0.004750593824228029,0.005128205128205128,0.011111111111111112,0.02027027027027027,0.009009009009009009,,,,0.016666666666666666,,0.0196078431372549,,,,,,,0.0625,,,0.0625,0.0625,0.06666666666666667,,,,,,,0.08333333333333333
Methylobacterium brachiatum,0.05368098159509203,,0.010256410256410256,0.1111111111111111,0.013513513513513514,0.018018018018018018,,0.10810810810810811,,,0.07692307692307693,,0.023255813953488372,,,,,,,,,,,,,0.14285714285714285,,,,0.23076923076923078,
Brevundimonas mediterranea,0.04754601226993865,0.007125890736342043,,,0.006756756756756757,,,,,0.016666666666666666,,0.0392156862745098,,,,,,,,,,,,,,,,,,,
Kocuria sp. KD4,0.04447852760736196,0.04275534441805225,0.010256410256410256,0.027777777777777776,0.02027027027027027,,,,0.045454545454545456,0.016666666666666666,,,,,,,0.058823529411764705,,,,,,,,0.07142857142857142,,,0.07142857142857142,,,
Brevundimonas diminuta,0.04294478527607362,0.13539192399049882,0.005128205128205128,,0.033783783783783786,0.009009009009009009,0.052083333333333336,,,,,0.0784313725490196,,0.02702702702702703,,0.058823529411764705,,,,,0.0625,,,,,,,,,,
Brevundimonas naejangsanensis,0.04294478527607362,0.20190023752969122,0.005128205128205128,,0.033783783783783786,0.009009009009009009,0.052083333333333336,,,,0.019230769230769232,0.09803921568627451,,0.02702702702702703,,0.058823529411764705,,,,,0.1875,,,0.06666666666666667,,,,,,,
Deinococcus metallilatus,0.04294478527607362,,,0.1111111111111111,0.006756756756756757,,,0.06756756756756757,,,0.038461538461538464,,,,,,,0.0625,,,,,,,,,,0.14285714285714285,,,
Brevundimonas sp. SGAir0440,0.04141104294478527,0.004750593824228029,,,0.013513513513513514,,,0.013513513513513514,,,,0.058823529411764705,,,,,,,,,,,,0.06666666666666667,,,,,0.07692307692307693,,
Paracoccus sp. Arc7-R13,0.03987730061349693,0.27790973871733965,0.17435897435897435,0.08888888888888889,0.22972972972972974,0.13513513513513514,0.07291666666666667,0.04054054054054054,0.045454545454545456,,0.17307692307692307,,0.046511627906976744,0.02702702702702703,0.2777777777777778,,0.8823529411764706,0.4375,0.25,0.0625,,0.5625,0.25,0.2,,,0.07142857142857142,0.07142857142857142,,0.23076923076923078,
Corynebacterium simulans,0.03834355828220859,,,,0.006756756756756757,,,,,,,,,,,,,,,,,,,,0.14285714285714285,0.07142857142857142,,,,,
Methylobacterium sp. WL1,0.03680981595092025,0.004750593824228029,,0.03888888888888889,,0.018018018018018018,,0.0945945945945946,,,0.057692307692307696,,,,,,,,,,,,,,,,,,,,
Zymoseptoria tritici,0.03680981595092025,0.004750593824228029,0.1282051282051282,0.10555555555555556,,0.18018018018018017,,0.0945945945945946,0.015151515151515152,,0.057692307692307696,0.0196078431372549,,,,,,,,,0.0625,,,,,0.07142857142857142,,0.14285714285714285,0.07692307692307693,,
Hymenobacter sp. DG01,0.03374233128834356,,0.005128205128205128,0.022222222222222223,,0.018018018018018018,,,,0.016666666666666666,0.019230769230769232,,,,,,0.058823529411764705,0.0625,,,,,,,,,,,,,
Pseudomonas aeruginosa,0.03374233128834356,0.019002375296912115,,0.005555555555555556,,,0.041666666666666664,,0.015151515151515152,,,0.058823529411764705,,,,0.058823529411764705,,,,,,,,0.06666666666666667,,,,,,,
Deinococcus gobiensis,0.032208588957055216,,,0.027777777777777776,0.006756756756756757,0.009009009009009009,,0.05405405405405406,,,0.038461538461538464,,,,,,,,,,,,,,,,,0.14285714285714285,,,
Corynebacterium sanguinis,0.032208588957055216,0.014251781472684086,,,,,,,0.015151515151515152,,,,,0.02702702702702703,,,,0.0625,,,,,,,,,,,,,
Luteipulveratus mongoliensis,0.032208588957055216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sphingomonas sp. PAMC26645,0.03067484662576687,0.011876484560570071,,0.05,0.013513513513513514,0.02702702702702703,,0.04054054054054054,,,0.28846153846153844,0.0196078431372549,0.023255813953488372,,0.027777777777777776,,0.058823529411764705,,0.375,,,,,,,,,,,,
Staphylococcus cohnii,0.03067484662576687,0.06175771971496437,0.046153846153846156,0.022222222222222223,0.006756756756756757,0.09009009009009009,0.08333333333333333,0.02702702702702703,0.07575757575757576,0.21666666666666667,0.019230769230769232,,0.20930232558139536,0.08108108108108109,0.05555555555555555,,0.058823529411764705,,,0.0625,,,,,,,,,,,
Lysobacter oculi,0.03067484662576687,,0.005128205128205128,,,,,0.013513513513513514,0.015151515151515152,,,,,,,,,,,,,0.125,0.0625,0.13333333333333333,,,,,,,
Corynebacterium ureicelerivorans,0.029141104294478526,0.07838479809976247,0.010256410256410256,0.044444444444444446,0.14189189189189189,0.009009009009009009,,0.04054054054054054,0.12121212121212122,,0.019230769230769232,,,0.02702702702702703,0.027777777777777776,,,0.0625,,,,0.1875,,0.13333333333333333,,0.07142857142857142,,,,,0.5
Friedmanniella sagamiharensis,0.029141104294478526,0.332541567695962,,0.1,0.006756756756756757,0.02702702702702703,,0.08108108108108109,,0.06666666666666667,0.46153846153846156,,0.046511627906976744,0.02702702702702703,0.027777777777777776,,,0.125,0.3125,0.5,,0.125,,0.06666666666666667,,0.21428571428571427,,0.14285714285714285,,0.23076923076923078,
Dietzia lutea,0.027607361963190184,0.023752969121140142,,,,,,,0.015151515151515152,,,,,,,,,,,,,,,,,,,,,,
Deinococcus wulumuqiensis,0.027607361963190184,,,0.027777777777777776,,,,0.013513513513513514,0.030303030303030304,,,,,,,,,,,,,,,,,,,,,,
Paracoccus sp. AK26,0.027607361963190184,0.0166270783847981,0.2,0.027777777777777776,0.013513513513513514,,,0.08108108108108109,0.015151515151515152,0.016666666666666666,,,,,,,,,,0.1875,,,,,,,0.21428571428571427,0.2857142857142857,,0.07692307692307693,
Serinicoccus chungangensis,0.02607361963190184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deinococcus swuensis,0.02607361963190184,,,,0.12162162162162163,,,,,,,,,,,,,,,,,,,,,,,,,,
Methylobacterium sp. 17Sr1-43,0.023006134969325152,,0.020512820512820513,0.05,0.006756756756756757,0.018018018018018018,,0.04054054054054054,,,0.038461538461538464,,,,,,,,,,,,,,,,,0.14285714285714285,,,
Kocuria turfanensis,0.023006134969325152,0.014251781472684086,,0.016666666666666666,,,0.020833333333333332,,0.15151515151515152,,0.019230769230769232,,,,,,0.11764705882352941,,,,,,,,,,,0.07142857142857142,,,
Pseudomonas oryzihabitans,0.02147239263803681,0.004750593824228029,0.13846153846153847,0.022222222222222223,0.04054054054054054,0.02702702702702703,,,0.13636363636363635,,,0.13725490196078433,,,0.027777777777777776,,,,,,,0.0625,,,,,0.07142857142857142,,0.07692307692307693,,
Cercospora beticola,0.02147239263803681,0.007125890736342043,0.18461538461538463,0.06666666666666667,,0.15315315315315314,,0.0945945945945946,0.015151515151515152,,0.057692307692307696,0.0196078431372549,,,,,,,,,0.0625,,,,,0.07142857142857142,,0.14285714285714285,0.07692307692307693,,
Skermanella pratensis,0.02147239263803681,0.0023752969121140144,,,,0.009009009009009009,,0.013513513513513514,0.030303030303030304,,,,,,,,,,,,,,,,,,0.07142857142857142,,,,
Sphingobium yanoikuyae,0.019938650306748466,0.009501187648456057,0.005128205128205128,0.011111111111111112,,,0.010416666666666666,0.04054054054054054,,,,0.058823529411764705,,,0.027777777777777776,,,,,,,,,0.06666666666666667,,,,,,,
Cutibacterium granulosum,0.019938650306748466,0.03800475059382423,0.05128205128205128,0.08888888888888889,0.27702702702702703,0.09009009009009009,0.010416666666666666,0.06756756756756757,0.030303030303030304,0.016666666666666666,0.057692307692307696,,0.023255813953488372,0.08108108108108109,0.027777777777777776,,,,0.0625,,,0.1875,0.3125,0.3333333333333333,,,,,,0.15384615384615385,0.16666666666666666
Corynebacterium striatum,0.018404907975460124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rothia mucilaginosa,0.018404907975460124,0.035629453681710214,0.020512820512820513,0.09444444444444444,0.08108108108108109,0.08108108108108109,0.020833333333333332,0.10810810810810811,0.015151515151515152,0.016666666666666666,0.038461538461538464,0.0196078431372549,0.20930232558139536,0.02702702702702703,,,,,0.0625,,,0.125,0.0625,0.13333333333333333,0.07142857142857142,,0.07142857142857142,,,0.15384615384615385,0.08333333333333333
Microbacterium aurum,0.018404907975460124,0.026128266033254157,0.010256410256410256,0.011111111111111112,,,,,0.030303030303030304,,,,,,0.1111111111111111,,,,,,,0.125,0.0625,0.13333333333333333,,,,,,,
Rubrobacter sp. SCSIO 52909,0.018404907975460124,,0.005128205128205128,0.022222222222222223,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gloeocapsa sp. PCC 7428,0.01687116564417178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microbacterium sp. 1S1,0.01687116564417178,0.05463182897862233,,,,0.009009009009009009,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudoxanthomonas suwonensis,0.01687116564417178,,0.015384615384615385,0.005555555555555556,0.006756756756756757,,,,,,,0.0196078431372549,,,,,,,,,,,,,,,,,,,
Pseudomonas stutzeri,0.01687116564417178,0.2209026128266033,0.5538461538461539,0.03888888888888889,0.14189189189189189,0.09009009009009009,0.0625,0.05405405405405406,0.803030303030303,0.016666666666666666,0.038461538461538464,0.5686274509803921,0.023255813953488372,0.05405405405405406,0.027777777777777776,0.8235294117647058,0.4117647058823529,0.0625,,,,,,,,,0.6428571428571429,0.14285714285714285,0.07692307692307693,0.07692307692307693,
Deinococcus sp. AJ005,0.01687116564417178,0.0023752969121140144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspergillus oryzae,0.015337423312883436,,0.05128205128205128,0.022222222222222223,,0.09009009009009009,,0.02702702702702703,,,,0.0196078431372549,,,0.027777777777777776,,,,,,,,,,,0.07142857142857142,,,,,
Stenotrophomonas maltophilia,0.015337423312883436,0.13539192399049882,0.08717948717948718,0.027777777777777776,0.08108108108108109,0.02702702702702703,,0.013513513513513514,0.3939393939393939,0.016666666666666666,0.057692307692307696,0.21568627450980393,0.023255813953488372,0.13513513513513514,,0.17647058823529413,0.11764705882352941,,,,0.625,0.0625,0.0625,0.06666666666666667,,,,,0.3076923076923077,,
Janibacter melonis,0.015337423312883436,0.0665083135391924,0.05128205128205128,,,,,,0.030303030303030304,,0.019230769230769232,,,,,,,,,,,,,0.13333333333333333,,,,0.2857142857142857,,,
Acinetobacter johnsonii,0.015337423312883436,0.06175771971496437,0.010256410256410256,0.03888888888888889,0.02702702702702703,0.21621621621621623,0.22916666666666666,0.02702702702702703,0.10606060606060606,0.016666666666666666,,0.0196078431372549,0.023255813953488372,0.05405405405405406,0.19444444444444445,,0.29411764705882354,0.1875,,,,0.125,0.125,0.13333333333333333,,,,,,,
Actinomyces sp. oral taxon 171,0.015337423312883436,0.0023752969121140144,,0.005555555555555556,0.02027027027027027,0.009009009009009009,,,,,,,,0.02702702702702703,,,,,,,,,0.0625,,,,,,,0.07692307692307693,
Serinicoccus marinus,0.015337423312883436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardnerella vaginalis,0.013803680981595092,0.0166270783847981,0.005128205128205128,0.011111111111111112,0.006756756756756757,0.018018018018018018,0.020833333333333332,,,,,,0.046511627906976744,,0.027777777777777776,,,,0.0625,,,,0.0625,,,,,,,,
Paracoccus contaminans,0.013803680981595092,0.0023752969121140144,0.05128205128205128,,0.006756756756756757,,,,0.015151515151515152,,,,,,,,,,,,,,,,,,,,,,
Gemmatirosa kalamazoonesis,0.013803680981595092,,,0.03888888888888889,,,,0.02702702702702703,,,0.019230769230769232,,,,,,,,,,,,,,,,,,,,
Brevundimonas sp. 'scallop',0.013803680981595092,0.004750593824228029,,,0.006756756756756757,,,,,,,0.0196078431372549,,,,,,,,,,,,0.06666666666666667,,,,,0.07692307692307693,,
Brevundimonas sp. GW460-12-10-14-LB2,0.013803680981595092,0.004750593824228029,,,0.006756756756756757,,,,,,,0.0196078431372549,,,,,,,,,,,,0.06666666666666667,,,,,0.07692307692307693,,
Brevundimonas sp. MF30-B,0.013803680981595092,,,,,,,,,,,0.0392156862745098,,,,,,,,,,,,,,,,,,0.07692307692307693,
Brevundimonas vancanneytii,0.013803680981595092,0.08076009501187649,,,0.02027027027027027,0.009009009009009009,0.041666666666666664,,,,,0.0196078431372549,,,,,,,,,0.0625,,,,,,,,,,
Paracoccus yeei,0.012269938650306749,0.16389548693586697,0.035897435897435895,0.005555555555555556,0.013513513513513514,0.07207207207207207,0.010416666666666666,0.02702702702702703,0.015151515151515152,0.016666666666666666,,,,,0.25,,,,0.125,,,0.75,0.0625,0.13333333333333333,,,0.21428571428571427,,,,
Aspergillus fumigatus,0.012269938650306749,,0.035897435897435895,0.016666666666666666,,0.02702702702702703,,0.013513513513513514,,,,0.0196078431372549,,,,,,,,,,,,,,,,,,,
Tsukamurella tyrosinosolvens,0.012269938650306749,,,,0.006756756756756757,,,,,,,,,,,,,,,,,,,,0.07142857142857142,,,,,,
Sphingomonas sp. XS-10,0.012269938650306749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sphingomonas sp. AAP5,0.012269938650306749,,,,,0.009009009009009009,,,,,0.057692307692307696,0.0196078431372549,,,,,,,,,,,,,,,,,0.07692307692307693,,
Acinetobacter ursingii,0.012269938650306749,0.004750593824228029,0.015384615384615385,,0.013513513513513514,0.009009009009009009,,0.013513513513513514,0.030303030303030304,,0.057692307692307696,0.0196078431372549,,0.02702702702702703,,,,,,,,,,,,,,,,,
Neurospora crassa,0.012269938650306749,,0.07179487179487179,0.027777777777777776,,0.09009009009009009,,0.04054054054054054,,,,0.0196078431372549,,,,,,,,,,,,,,0.07142857142857142,,,,,
Pseudomonas alcaligenes,0.012269938650306749,,0.015384615384615385,,,,,0.013513513513513514,,0.016666666666666666,0.019230769230769232,,,,,,,0.0625,,,,,0.0625,0.06666666666666667,,,,,,,0.08333333333333333
Streptococcus mitis,0.012269938650306749,0.0332541567695962,,0.016666666666666666,0.006756756756756757,0.3783783783783784,0.10416666666666667,0.013513513513513514,0.015151515151515152,0.016666666666666666,0.019230769230769232,,0.09302325581395349,0.05405405405405406,0.1111111111111111,,,0.0625,0.0625,,,0.0625,,,,,,,,,
Hymenobacter sp. APR13,0.012269938650306749,,,0.005555555555555556,0.006756756756756757,0.02702702702702703,,,,,0.019230769230769232,,,,0.027777777777777776,,,0.0625,,,,,,,,,,,,,
Thermothielavioides terrestris,0.010736196319018405,,0.03076923076923077,0.022222222222222223,,0.02702702702702703,,0.04054054054054054,,,,0.0196078431372549,,,,,,,,,,,,,,,,,,,
Micrococcus sp. KBS0714,0.010736196319018405,0.0023752969121140144,,,,,,,,,,0.0392156862745098,,0.02702702702702703,,,,,,,,,,,,,,,,,
Chondrocystis sp. NIES-4102,0.010736196319018405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rubrobacter sp. SCSIO 52915,0.010736196319018405,,0.005128205128205128,0.016666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corynebacterium aurimucosum,0.010736196319018405,,0.010256410256410256,,0.02027027027027027,,,,,,,,,,,,,,,,,,,,0.07142857142857142,,,,,,
Klebsiella oxytoca,0.010736196319018405,,0.041025641025641026,0.011111111111111112,,,,0.013513513513513514,,0.06666666666666667,,0.0196078431372549,0.023255813953488372,0.02702702702702703,,0.058823529411764705,,,,,,,,,,,,,,,
Hymenobacter sp. PAMC 26554,0.010736196319018405,0.0023752969121140144,,0.011111111111111112,,0.04504504504504504,,0.04054054054054054,,0.016666666666666666,0.057692307692307696,,0.023255813953488372,,,,,,,0.0625,,,,,,,,,,,
Colletotrichum higginsianum,0.010736196319018405,,0.03076923076923077,0.027777777777777776,,0.05405405405405406,,0.02702702702702703,,,,0.0196078431372549,,,,,,,,,,,,,,,,,,,
Pseudomonas putida,0.010736196319018405,0.023752969121140142,0.02564102564102564,0.03333333333333333,0.08108108108108109,0.06306306306306306,,,0.030303030303030304,,,0.17647058823529413,,,,,0.058823529411764705,,0.0625,,0.4375,,0.0625,,,,,,0.23076923076923078,0.07692307692307693,0.08333333333333333
Botrytis cinerea,0.010736196319018405,,0.020512820512820513,0.022222222222222223,,0.14414414414414414,,0.02702702702702703,,,,0.0196078431372549,,,,,,,,,,,,,,0.07142857142857142,,,,,
Methylorubrum populi,0.009202453987730062,,0.02564102564102564,0.03888888888888889,0.006756756756756757,,,0.02702702702702703,,,0.019230769230769232,,,,,,,,,,,,,,,0.07142857142857142,,,,,
Agrococcus carbonis,0.009202453987730062,0.007125890736342043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corynebacterium singulare,0.009202453987730062,0.0023752969121140144,,,0.02702702702702703,,,0.02702702702702703,,,,,,,,,,0.0625,,,,,,0.06666666666666667,0.07142857142857142,,,,,,
Brachybacterium saurashtrense,0.009202453987730062,0.0166270783847981,0.005128205128205128,,,,,,,,,,,,,,,,,,,,,,,,,0.07142857142857142,,,
Brevundimonas sp. M20,0.009202453987730062,,,,,,,,0.015151515151515152,,,0.0196078431372549,,,,,,,,,,,,,,,,,,,
Hymenobacter sp. BRD72,0.009202453987730062,,,,,0.036036036036036036,,0.02702702702702703,,,0.057692307692307696,,0.023255813953488372,,,,,,,0.0625,,,,,,,,,,,
Streptococcus sanguinis,0.009202453987730062,0.007125890736342043,,0.005555555555555556,,0.018018018018018018,,,,,,,0.023255813953488372,,0.027777777777777776,,,0.0625,,,,,,,,,,,,,
Rhodobacter sphaeroides,0.009202453987730062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thermothelomyces thermophilus,0.009202453987730062,,0.03076923076923077,0.016666666666666666,,0.02702702702702703,,0.02702702702702703,,,,0.0196078431372549,,,,,,,,,,,,,,,,,,,
Neisseria mucosa,0.009202453987730062,0.011876484560570071,,0.005555555555555556,,0.018018018018018018,,0.02702702702702703,0.015151515151515152,0.016666666666666666,0.019230769230769232,0.0196078431372549,0.023255813953488372,,0.027777777777777776,,,0.0625,,,,,,,,,,,,,
Vibrio diabolicus,0.009202453987730062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corynebacterium minutissimum,0.007668711656441718,,0.005128205128205128,,0.02027027027027027,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,
Sphingomonas sp. FARSPH,0.007668711656441718,,0.005128205128205128,0.005555555555555556,,0.009009009009009009,,,,,0.019230769230769232,0.0196078431372549,,,,,,,,,,,,,,,,,0.07692307692307693,,
Corynebacterium matruchotii,0.007668711656441718,0.011876484560570071,0.005128205128205128,0.022222222222222223,0.006756756756756757,0.018018018018018018,0.020833333333333332,,,,0.019230769230769232,,,,0.027777777777777776,,,,,,,,0.125,,0.07142857142857142,,,0.07142857142857142,,,
Lautropia mirabilis,0.007668711656441718,0.007125890736342043,,,0.013513513513513514,,0.010416666666666666,0.013513513513513514,,0.016666666666666666,0.019230769230769232,,0.023255813953488372,,0.027777777777777776,,,0.125,,,,,,,,,,,,,
Brevundimonas sp. LM2,0.007668711656441718,,,,,,,,,,,0.0196078431372549,,,,,,,,,,,,,,,,,,,
